id,date,price,bedrooms,bathrooms,sqft_living,sqft_lot,floors,waterfront,view,condition,grade,sqft_above,sqft_basement,yr_built,yr_renovated,zipcode,lat,long,sqft_living15,sqft_lot15
9297300055.0,20150124T000000,4,4.0,3.0,2950,5000.0,2.0,0,3.0,3,9,1980.0,970.0,1979,0.0,98126,47.564408344658375,-117.60297132196419,2140.0,4000
1875500060.0,20140731T000000,3,3.0,2.0,1890,14040.0,2.0,0,0.0,3,7,1890.0,0.0,1994,0.0,98019,47.81965049960597,-116.85030097359592,,14018
,20140529T000000,3,4.0,1.0,1600,4300.0,1.5,0,0.0,4,7,,0.0,1916,0.0,98103,47.37990637338322,-117.72027353657683,1610.0,4300
16000397.0,20141205T000000,1,2.0,1.0,1200,9850.0,1.0,0,0.0,4,7,1200.0,0.0,1921,0.0,98002,47.009041743101704,-118.16311378362481,1060.0,5095
7983200060.0,20150424T000000,1,3.0,1.0,1250,9774.0,1.0,0,0.0,4,7,1250.0,0.0,1969,0.0,98003,46.91045721524291,-117.74619869800016,1280.0,8850
,20140514T000000,3,4.0,1.75,1620,4980.0,1.0,0,0.0,4,7,860.0,760.0,1947,0.0,98133,47.612087062394885,-118.38289024385838,1400.0,4980
2524049179.0,20140826T000000,5,3.0,2.75,3050,44867.0,1.0,0,4.0,3,9,2330.0,720.0,1968,0.0,98040,47.57895357075032,-118.31828591393203,,20336
7137970340.0,20140703T000000,2,,2.5,2270,6300.0,2.0,0,0.0,3,8,2270.0,0.0,1995,0.0,98092,47.4312557170851,-116.96582071565749,2240.0,7005
8091400200.0,20140516T000000,2,2.0,1.5,1070,9643.0,1.0,0,0.0,3,7,1070.0,0.0,1985,0.0,98030,47.259248112108104,-118.23870474343863,1220.0,8386
3814700200.0,20141120T000000,2,,2.25,2450,6500.0,2.0,0,0.0,4,8,2450.0,0.0,1985,0.0,98030,47.396675619195086,-116.2691536362068,2200.0,6865
1202000200.0,20141103T000000,1,3.0,2.0,1710,4697.0,1.5,0,0.0,5,6,1710.0,0.0,1941,0.0,98002,47.20067364196318,-120.51120588679372,1030.0,4705
1794500383.0,20140626T000000,5,3.0,1.75,2450,2691.0,2.0,0,0.0,3,8,1750.0,700.0,1915,0.0,98119,47.517720949450954,-116.12848217733193,1760.0,3573
3303700376.0,20141201T000000,4,3.0,1.0,1400,1581.0,1.5,0,0.0,5,8,1400.0,0.0,1909,0.0,98112,47.629925340145675,-118.61341900306758,1860.0,3861
5101402488.0,20140624T000000,3,3.0,1.75,1520,6380.0,1.0,0,0.0,3,7,790.0,730.0,1948,0.0,98115,47.9140338307654,-118.63435370775287,1520.0,6235
1873100390.0,20150302T000000,4,4.0,2.5,2570,7173.0,2.0,0,0.0,3,8,2570.0,0.0,2005,0.0,98052,47.45429219886716,-117.9139933753432,2630.0,6026
8562750320.0,20141110T000000,3,,2.5,2320,3980.0,2.0,0,0.0,3,8,2320.0,0.0,2003,0.0,98027,47.45951879929774,-116.53737703155912,2580.0,3980
2426039314.0,20141201T000000,2,2.0,1.5,1190,1265.0,3.0,0,0.0,3,7,1190.0,0.0,2005,0.0,98133,47.09786321781364,-116.47138841052613,1390.0,1756
461000390.0,20140624T000000,4,4.0,1.75,2330,5000.0,1.5,0,0.0,4,7,1510.0,820.0,1929,0.0,98117,47.51755926180436,-118.0393878374547,1460.0,5000
7589200193.0,20141110T000000,3,3.0,1.0,1090,3000.0,1.5,0,0.0,4,8,1090.0,0.0,1929,0.0,98117,47.81876927930978,-118.94274199159115,1570.0,5080
7955080270.0,20141203T000000,2,4.0,2.75,2060,6659.0,1.0,0,0.0,3,7,1280.0,780.0,1981,0.0,98058,47.01607172698909,-118.0407044302929,,8720
9547205180.0,20140613T000000,4,3.0,2.5,2300,3060.0,1.5,0,0.0,3,8,1510.0,790.0,1930,2002.0,98115,47.73303236693409,-119.16861902591903,1590.0,3264
9435300030.0,20140528T000000,3,4.0,1.0,1660,34848.0,1.0,0,0.0,1,5,930.0,730.0,1933,0.0,98052,47.626522060917296,-119.37721389766475,2160.0,11467
2768000400.0,20141230T000000,4,4.0,2.0,2360,6000.0,2.0,0,0.0,4,8,2360.0,0.0,1904,0.0,98107,47.87003464353387,-117.8127566782341,1730.0,4700
,20150213T000000,1,4.0,1.0,1220,8075.0,1.0,0,0.0,2,7,890.0,330.0,1969,0.0,98001,47.55326219342196,-119.23985327250126,,7800
2078500320.0,20140620T000000,4,4.0,2.5,2620,7553.0,2.0,0,0.0,3,8,2620.0,0.0,1996,0.0,98056,47.64693102067831,-117.52047597447066,2620.0,11884
5547700270.0,20140715T000000,4,,2.5,2570,5520.0,2.0,0,0.0,3,9,2570.0,0.0,2000,0.0,98074,47.53771277623656,-118.33009751730107,2470.0,5669
7766200013.0,20140811T000000,4,4.0,2.25,4220,24186.0,1.0,0,0.0,3,8,2600.0,1620.0,1984,0.0,98166,47.622066547305955,-119.04853324627727,2410.0,30617
7203220400.0,20140707T000000,4,5.0,2.75,3595,5639.0,2.0,0,,3,9,3595.0,,2014,0.0,98053,47.50792913397018,-118.12473462168441,3625.0,5639
9270200160.0,20141028T000000,4,,1.0,1570,2280.0,2.0,0,0.0,3,7,1570.0,,1922,0.0,98119,47.859308158046616,-118.95591791537638,1580.0,2640
1432701230.0,20140729T000000,2,3.0,1.0,1280,9656.0,1.0,0,0.0,4,6,920.0,360.0,1959,0.0,98058,47.44917368075152,-118.36597273298176,1340.0,8808
8035350320.0,20140718T000000,3,3.0,2.5,3160,13603.0,2.0,0,0.0,3,8,3160.0,0.0,2003,0.0,98019,47.91486370959727,-118.67784261167304,3050.0,9232
8945200830.0,20150325T000000,1,3.0,1.0,990,8528.0,1.0,0,0.0,3,6,990.0,0.0,1966,0.0,98023,47.41188983863944,-119.28393304352035,1228.0,8840
4178300310.0,,4,4.0,2.5,2290,13416.0,2.0,0,0.0,4,9,2290.0,0.0,1981,0.0,98007,47.49553490797913,-117.56421077159649,2680.0,13685
9215400105.0,20150428T000000,3,3.0,1.75,1250,5963.0,1.0,0,0.0,4,7,1250.0,0.0,1953,0.0,98115,47.74907709178539,-118.56221700928828,970.0,5100
822039084.0,20150311T000000,5,3.0,2.5,2753,65005.0,1.0,1,2.0,5,9,2165.0,588.0,1953,0.0,98070,47.15865627640953,-117.58874581274509,,72513
5245600105.0,,1,3.0,1.0,1190,9199.0,1.0,0,0.0,3,7,1190.0,0.0,1955,0.0,98148,47.25714099544615,-119.46031794281473,1190.0,9364
7231300125.0,20150217T000000,2,5.0,2.5,3150,9134.0,1.0,0,0.0,4,8,1640.0,1510.0,1966,0.0,98056,47.4143570410631,-117.05227996087334,1990.0,9133
7518505990.0,20141231T000000,3,3.0,1.75,1410,4080.0,1.0,0,0.0,4,7,1000.0,410.0,1950,0.0,98117,47.61832806431699,-119.2542507987706,1410.0,4080
3626039271.0,20150205T000000,3,2.0,1.75,1980,8550.0,1.0,0,0.0,3,7,990.0,990.0,1981,0.0,98117,47.9795149480347,-118.83983616556877,,6738
4217401195.0,20150303T000000,5,5.0,2.25,2730,6000.0,1.5,0,0.0,3,8,2130.0,600.0,1927,0.0,98105,47.48834642935591,-120.25693178840227,2730.0,6000
9822700295.0,20140512T000000,4,4.0,2.5,2830,5000.0,2.0,0,0.0,3,9,2830.0,0.0,1995,0.0,98105,47.942349885159146,-118.12669794238784,1950.0,5000
9478500640.0,20140819T000000,2,4.0,2.5,2250,4495.0,2.0,0,0.0,3,7,2250.0,0.0,2008,0.0,98042,47.06675148108179,-118.23854588403164,2250.0,4500
2799800710.0,20150407T000000,2,,2.5,2420,4750.0,2.0,0,0.0,3,8,2420.0,0.0,2003,0.0,98042,47.527808308515475,-119.31611760339173,2690.0,4750
7922800400.0,20140827T000000,5,5.0,3.25,3250,14342.0,2.0,0,4.0,4,8,3250.0,0.0,1968,0.0,98008,47.70771315848442,-117.70951785677119,2960.0,11044
8079040320.0,20150223T000000,3,4.0,3.0,1850,9976.0,2.0,0,0.0,3,8,1850.0,0.0,1991,0.0,98059,47.54492126239384,-116.15095489981822,2270.0,8542
1516000055.0,20141210T000000,4,,2.25,2150,21235.0,1.0,0,3.0,4,8,1590.0,560.0,1959,0.0,98166,47.31102609218991,-117.33031911799617,2570.0,18900
9558200045.0,20140828T000000,2,3.0,1.75,1260,8400.0,1.0,0,0.0,3,7,1260.0,0.0,1954,0.0,98148,47.62364046980255,-118.04237245997119,1290.0,8750
5072410070.0,20141021T000000,3,,1.75,2519,8690.0,2.0,0,0.0,5,8,2519.0,0.0,1973,0.0,98166,47.383082790495266,-117.82679767545716,,9500
9528102996.0,20141207T000000,3,3.0,1.75,1540,1044.0,3.0,0,0.0,3,8,1540.0,0.0,2014,0.0,98115,47.860862870938604,-120.00322961665736,1580.0,3090
,20140603T000000,3,3.0,2.25,1660,6000.0,1.0,0,0.0,3,7,1110.0,550.0,1979,0.0,98122,47.50654379271477,-119.2063623611222,1440.0,4080
3253500160.0,20141120T000000,2,3.0,2.75,2770,3809.0,1.5,0,0.0,5,7,1770.0,1000.0,1925,0.0,98144,47.3669222250697,-119.22237005897114,1440.0,4000
3394100030.0,20140909T000000,5,4.0,2.5,2720,11049.0,2.0,0,0.0,3,10,2720.0,0.0,1989,0.0,98004,47.71722881255361,-119.14391010213266,2750.0,11049
3717000160.0,20141009T000000,2,4.0,2.5,2240,,2.0,0,0.0,3,7,2240.0,0.0,2005,0.0,98001,47.52953162553141,-119.03855418143706,2221.0,4557
1274500060.0,20140825T000000,1,3.0,1.0,1000,12070.0,1.0,0,0.0,4,7,1000.0,0.0,1968,0.0,98042,47.51489436998584,-119.81777226475499,1010.0,12635
,20140612T000000,5,5.0,2.25,3200,20158.0,1.0,0,0.0,3,8,1600.0,1600.0,1965,0.0,98004,47.90595816685993,-118.27604887977053,3390.0,20158
1525059190.0,20140912T000000,5,5.0,3.25,4770,50094.0,1.0,0,0.0,4,11,3070.0,1700.0,1973,0.0,98005,47.90044944029213,-118.27062787822543,,38917
1049000060.0,20150105T000000,2,3.0,2.0,1260,5612.0,1.0,0,0.0,4,7,1260.0,0.0,1972,0.0,98034,47.73312184624755,-117.42363166462918,1640.0,4745
8820901275.0,20140610T000000,3,4.0,2.0,2750,7807.0,1.5,0,0.0,5,7,2250.0,500.0,1916,0.0,98125,48.04884066662093,-117.28747581539791,,7807
5416510140.0,20140710T000000,2,4.0,2.5,2380,5000.0,2.0,0,0.0,3,8,2380.0,0.0,2005,0.0,98038,47.728445723378606,-115.46333282262191,2420.0,5000
3444100400.0,20150316T000000,2,3.0,1.75,1790,50529.0,1.0,0,0.0,5,7,1090.0,700.0,1965,0.0,98042,47.47740861512538,-119.16849199824014,1940.0,50529
3276920270.0,20141105T000000,4,,4.0,3430,35102.0,2.0,0,0.0,4,10,,1040.0,1986,0.0,98075,47.48369150404905,-117.52774209700962,3240.0,35020
4036801170.0,20141013T000000,3,4.0,1.75,1760,7300.0,1.0,0,0.0,3,7,880.0,880.0,1956,0.0,98008,47.8479007405943,-116.79959116209399,1680.0,7500
2391600320.0,20150420T000000,3,3.0,1.0,1040,5060.0,1.0,0,0.0,3,7,1040.0,0.0,1941,0.0,98116,47.39441387132981,-116.85796987441967,890.0,5060
6300000287.0,20140609T000000,3,3.0,1.0,1410,5060.0,1.0,0,0.0,4,7,910.0,500.0,1956,0.0,98133,47.844716786485996,-118.2369928737241,1130.0,5693
1531000030.0,20150323T000000,4,4.0,2.5,3450,39683.0,2.0,0,0.0,3,10,3450.0,0.0,2002,0.0,98010,47.267484651848385,-117.25384269977347,3350.0,39750
5104520400.0,20141202T000000,3,3.0,2.5,2350,5100.0,2.0,0,0.0,3,8,2350.0,0.0,2003,0.0,98038,47.364994725381344,-118.19285679703434,2350.0,5363
7437100340.0,20141222T000000,2,,2.5,1900,5889.0,2.0,0,0.0,3,7,1900.0,0.0,1992,0.0,98038,47.30264919995789,-116.5473533827764,1870.0,6405
9418400240.0,20141028T000000,2,2.0,1.0,2020,6720.0,1.0,0,0.0,3,7,1010.0,1010.0,1948,0.0,98118,47.382805006214625,-118.28490455109386,1720.0,6720
1523059105.0,20150128T000000,2,,1.5,1680,8712.0,1.0,0,0.0,3,8,1680.0,0.0,1964,0.0,98059,47.94225034048015,-119.34031798803915,1850.0,8797
1133000671.0,20140602T000000,2,,1.0,960,6634.0,1.0,0,0.0,3,6,960.0,0.0,1952,0.0,98125,47.64000032645814,-115.50965699486123,1570.0,7203
4232902595.0,20141114T000000,5,3.0,1.5,2140,3600.0,2.0,0,0.0,3,9,1900.0,240.0,1925,0.0,98119,47.235360753885594,-118.98686633353093,,4800
2599001200.0,20141103T000000,2,5.0,2.25,2660,8400.0,1.5,0,0.0,5,7,2660.0,0.0,1961,0.0,98092,47.53389581014575,-117.70966750050933,1590.0,8165
3342103156.0,20140618T000000,3,3.0,3.25,2770,6278.0,2.0,0,0.0,3,9,1980.0,790.0,2006,0.0,98056,47.6966931470784,-116.1822738649688,1900.0,7349
1332700270.0,20140519T000000,1,2.0,2.25,1610,2040.0,2.0,0,0.0,4,7,1610.0,0.0,1979,0.0,98056,47.638317494528714,-117.67414969132771,1950.0,2025
3869900162.0,20140904T000000,2,,1.75,1030,1066.0,2.0,0,0.0,3,7,765.0,265.0,2006,0.0,98136,47.832210747948054,-120.72900988047002,1030.0,1106
2791500270.0,20140522T000000,1,4.0,2.5,1980,7403.0,2.0,0,0.0,3,7,1980.0,0.0,1988,0.0,98023,47.22949334638699,-119.4173959682077,1980.0,7510
5036300431.0,20150311T000000,5,5.0,2.75,3520,6353.0,2.0,0,0.0,4,10,3520.0,0.0,2001,0.0,98199,47.795191147086605,-118.59018004684594,2520.0,6250
4168000060.0,20150226T000000,1,3.0,1.0,1200,10500.0,1.0,0,0.0,3,7,1200.0,0.0,1962,0.0,98023,47.553545571943175,-117.91608943173667,1350.0,10500
,20140725T000000,3,3.0,1.5,1580,5000.0,1.0,0,0.0,3,8,1290.0,290.0,1939,0.0,98117,47.453124884335615,-116.87503203188928,,4500
6021501535.0,20141223T000000,4,3.0,1.5,1580,5000.0,1.0,0,0.0,3,8,,290.0,1939,0.0,98117,47.07595608792318,-118.09639998291036,1570.0,4500
1483300570.0,20140908T000000,5,4.0,2.5,3300,10250.0,1.0,0,0.0,3,7,2390.0,910.0,1946,1991.0,98040,47.811808206692234,-117.98908768876277,1950.0,6045
3422049190.0,20150330T000000,1,3.0,1.75,1960,15681.0,1.0,0,0.0,3,7,1960.0,0.0,1967,0.0,98032,47.45928690498918,-118.45383430309883,1750.0,15616
,20140912T000000,1,4.0,1.5,1160,6400.0,1.0,0,0.0,4,7,1160.0,0.0,1975,0.0,98023,47.51622959530248,-116.91407019464205,1160.0,6400
722079104.0,20140711T000000,2,3.0,1.75,1810,41800.0,1.0,0,0.0,5,7,1210.0,600.0,1980,0.0,98038,47.89780306743557,-118.15331054442193,1650.0,135036
7338200240.0,20140516T000000,3,3.0,2.5,2320,,2.0,0,2.0,3,9,2320.0,0.0,1992,0.0,98045,47.530478347933105,-117.67337287626661,2550.0,35065
1952200240.0,20140611T000000,4,3.0,2.5,2070,13241.0,1.5,0,0.0,5,9,1270.0,800.0,1910,0.0,98102,47.83166752986676,-118.04819107198216,,4500
,20141027T000000,3,3.0,2.0,1980,3478.0,1.5,0,0.0,4,7,1440.0,540.0,1929,0.0,98117,47.442943902581334,-117.84386258710211,1610.0,3478
7214720075.0,20141212T000000,4,3.0,2.25,2190,107593.0,2.0,0,0.0,4,8,2190.0,0.0,1983,0.0,98077,47.48155730958222,-119.75987823718894,2570.0,47777
2450000295.0,20141007T000000,5,3.0,2.5,2920,8113.0,2.0,0,0.0,3,8,2920.0,0.0,1950,2010.0,98004,47.62806545892837,-119.19312520639748,,8113
6197800045.0,20140924T000000,2,,1.0,1210,33919.0,1.0,0,0.0,3,7,1210.0,0.0,1954,0.0,98058,47.57703861043582,-118.10147565115057,1640.0,14910
1328310370.0,20150402T000000,3,3.0,2.5,2340,10005.0,1.0,0,0.0,4,8,1460.0,880.0,1978,0.0,98058,47.39501785134979,-115.14847242184317,2250.0,8162
546000875.0,20140523T000000,3,3.0,1.0,1670,4005.0,1.5,0,0.0,4,7,1170.0,500.0,1939,0.0,98117,47.69579757994727,-118.28584775706538,1240.0,4005
3530510041.0,20140723T000000,1,2.0,1.75,1240,2493.0,1.0,0,0.0,4,8,1240.0,0.0,1985,0.0,98198,47.35750609432102,-119.0666514411263,1270.0,4966
1853000400.0,20150305T000000,4,4.0,2.5,3140,28037.0,2.0,0,0.0,4,10,,0.0,1991,,98077,47.47634411467273,-117.91694656493299,2990.0,35001
3134100116.0,,3,5.0,1.75,2030,12342.0,2.0,0,0.0,4,7,2030.0,0.0,1942,0.0,98052,47.827124331241286,-118.79818487453362,2500.0,9433
9545230140.0,20140725T000000,3,4.0,2.5,2310,9624.0,2.0,0,0.0,3,8,2310.0,0.0,1984,0.0,98027,47.53424265497722,-118.45806405978183,1940.0,9636
,20150304T000000,3,3.0,1.75,1260,3328.0,1.0,0,0.0,5,6,700.0,560.0,1905,0.0,98103,47.8274141977607,-118.43744519881082,1380.0,3536
2525310310.0,20140916T000000,2,3.0,1.75,1540,12600.0,1.0,0,0.0,4,7,1160.0,380.0,1980,,98038,47.45314123466049,-117.07784264439681,1540.0,11656
6126500060.0,20141124T000000,2,3.0,1.75,2080,5969.0,1.0,0,2.0,3,7,1080.0,1000.0,1971,0.0,98108,47.34097555162914,-119.58952265442716,2090.0,5500
,20141028T000000,3,4.0,2.5,3230,16171.0,2.0,0,3.0,3,9,2520.0,710.0,2001,0.0,98001,46.98498071946867,-118.67272846868562,2640.0,8517
3626039325.0,20141121T000000,4,3.0,3.5,4380,6350.0,2.0,0,0.0,3,8,2780.0,1600.0,1900,1999.0,98117,47.8247539133253,-119.21978484032957,1830.0,6350
3362400431.0,20140626T000000,3,3.0,3.5,1590,1102.0,3.0,0,0.0,3,8,1590.0,0.0,2010,0.0,98103,47.627192243841456,-117.84038002001208,1620.0,3166
4060000240.0,20140623T000000,1,,1.0,880,6780.0,1.0,0,0.0,4,6,880.0,0.0,1945,0.0,98178,47.61424961410536,-120.40773630071656,1190.0,6780
3454800060.0,20150108T000000,1,,2.0,1570,9600.0,1.0,0,0.0,3,6,1570.0,0.0,1950,0.0,98168,47.67468999407189,-118.82316170191585,1880.0,9000
1695900060.0,20150511T000000,3,4.0,1.0,1610,2982.0,1.5,0,0.0,4,7,1610.0,0.0,1925,0.0,98144,47.535352151230676,-117.23978892020433,1610.0,4040
7278700070.0,20150102T000000,4,3.0,2.5,2400,6474.0,1.0,0,2.0,3,8,1560.0,840.0,1964,0.0,98177,47.781649998992364,-117.27093531649875,2340.0,10856
,20141119T000000,3,3.0,2.0,1450,9132.0,1.0,0,0.0,3,7,1450.0,0.0,1987,0.0,98034,47.38957501243554,-116.58128512172026,1580.0,9104
3626039187.0,20150406T000000,3,2.0,1.0,770,6000.0,1.0,0,0.0,3,6,770.0,0.0,1953,0.0,98117,47.351077713328486,-117.36015292970451,1710.0,6000
3524049083.0,20141104T000000,3,4.0,1.75,2100,,1.5,0,0.0,5,7,1720.0,380.0,1924,0.0,98118,47.32574158741965,-118.53125422355205,1850.0,4400
3275860240.0,20140618T000000,4,3.0,2.25,2910,10204.0,2.0,0,0.0,3,9,2910.0,0.0,1990,0.0,98052,47.9173573439455,-118.44147376545716,2700.0,13992
4389200955.0,20150302T000000,5,4.0,2.75,2750,17789.0,1.5,0,0.0,3,8,1980.0,770.0,1914,1992.0,98004,47.41410825199804,-117.49791605834112,3060.0,11275
4058801670.0,20140717T000000,3,3.0,2.25,2100,8201.0,1.0,0,2.0,3,8,1620.0,480.0,1967,0.0,98178,47.51343537846173,-118.79076211131776,2660.0,8712
8732020310.0,20140717T000000,2,4.0,2.25,2160,8811.0,1.0,0,0.0,3,8,1360.0,800.0,1978,0.0,98023,47.30225035794299,-119.48054564647153,2090.0,8400
2331300505.0,20140613T000000,4,5.0,3.5,2320,4960.0,2.0,0,0.0,5,7,1720.0,600.0,1926,0.0,98103,47.3996393368851,-117.27009942644257,1700.0,4960
7853210060.0,20150406T000000,3,4.0,2.5,2070,4310.0,2.0,0,0.0,3,7,2070.0,0.0,2004,0.0,98065,47.81175081546803,-116.33068290954328,1970.0,3748
3668000070.0,20150105T000000,1,3.0,,1060,7875.0,1.0,0,0.0,4,7,1060.0,0.0,1986,0.0,98092,47.441967455482555,-117.5249327597034,1420.0,7680
9545240070.0,20150428T000000,4,4.0,2.25,2010,9603.0,1.0,0,0.0,3,8,1440.0,570.0,1986,0.0,98027,47.92855109784765,-118.44497793356753,2060.0,9793
1243100136.0,20140612T000000,4,3.0,3.5,3950,111078.0,1.5,0,0.0,3,9,2460.0,1490.0,1989,0.0,98052,47.55542445746048,-118.87999453352896,2480.0,88500
8929000270.0,20140512T000000,3,3.0,2.5,2010,2287.0,2.0,0,0.0,3,8,1390.0,620.0,2014,0.0,98029,47.73204544767778,-119.13733196068254,1690.0,1662
2767602356.0,20150126T000000,4,4.0,3.5,2140,2278.0,3.0,0,0.0,3,9,2140.0,0.0,2005,0.0,98107,47.87545021839058,-117.5198436657465,1540.0,2285
921049315.0,20140813T000000,1,3.0,1.75,1320,17390.0,1.0,0,0.0,4,7,1320.0,0.0,1956,0.0,98003,47.61964300596048,-119.29148721764841,1550.0,19265
3655000070.0,20140805T000000,1,4.0,1.75,2020,7840.0,1.0,0,0.0,3,7,1010.0,1010.0,1968,0.0,98003,47.22270886288346,-118.01838137515416,1750.0,8140
4027700812.0,20140529T000000,3,4.0,2.25,2590,10002.0,1.0,0,0.0,4,8,1340.0,1250.0,1968,0.0,98028,47.639053265884456,-118.76926072734919,1550.0,10436
3992700335.0,20140707T000000,3,2.0,1.0,1190,4440.0,1.0,0,0.0,3,6,1190.0,0.0,1981,0.0,98125,47.214206608825485,-120.1751607746817,1060.0,5715
2767603505.0,20140507T000000,3,,2.25,1170,1249.0,3.0,0,0.0,3,8,1170.0,0.0,2014,0.0,98107,47.88303790181105,-120.83839622969958,1350.0,1310
4232901525.0,20140627T000000,4,,1.0,1110,3200.0,1.0,0,0.0,3,7,1110.0,0.0,1925,0.0,98119,47.59834104591985,-118.93845611197952,1170.0,3600
1777500060.0,20140708T000000,3,5.0,2.5,2820,9375.0,1.0,0,0.0,4,8,1550.0,1270.0,1968,0.0,98006,47.532068959219856,-118.83667949710781,2820.0,9375
1432900240.0,20150508T000000,1,3.0,1.0,1610,8579.0,1.0,0,0.0,4,7,1010.0,600.0,1962,0.0,98058,47.31824622589832,-119.36873258531978,,8579
6140100875.0,20150415T000000,3,3.0,1.0,1060,8097.0,1.0,0,0.0,4,7,940.0,120.0,1923,0.0,98133,47.48229865472549,-119.09609979331927,1560.0,7940
6071600370.0,20150227T000000,3,4.0,2.25,2030,8517.0,1.0,0,0.0,4,8,1380.0,650.0,1961,0.0,98006,47.0806628000628,-120.2722261258555,2230.0,8824
1526069017.0,20141203T000000,5,4.0,2.5,3670,315374.0,2.0,0,0.0,4,9,3670.0,0.0,1994,0.0,98077,47.643418426291106,,2840.0,87991
809001525.0,20140625T000000,4,4.0,1.0,2550,4000.0,2.0,0,0.0,3,8,2370.0,180.0,1905,0.0,98109,47.36784946691218,-118.47976070897516,2200.0,4000
,20140806T000000,3,2.0,2.5,2420,60984.0,2.0,0,0.0,3,7,2420.0,0.0,2007,0.0,98027,47.55718259289789,-119.68844796004035,1940.0,193842
8075400570.0,20141030T000000,2,5.0,2.0,2260,12500.0,1.0,0,0.0,4,8,1130.0,1130.0,1960,0.0,98032,47.66421591973239,-117.54015780253172,1360.0,18000
1994200024.0,20141104T000000,3,,1.0,1430,3455.0,1.0,0,0.0,3,7,980.0,450.0,1947,0.0,98103,47.67874796136319,-119.03711364858582,1450.0,4599
3362900810.0,20140820T000000,3,3.0,2.0,1360,3090.0,2.0,0,0.0,3,8,1360.0,0.0,1990,0.0,98103,47.794091545033375,-118.91687991206948,1500.0,3090
1324300398.0,20150409T000000,3,3.0,1.0,1110,5000.0,1.5,0,0.0,3,7,1110.0,0.0,1947,0.0,98107,47.534917844562166,-117.66156655427173,1420.0,5000
537000445.0,20150331T000000,2,3.0,1.0,1250,8200.0,1.0,0,0.0,4,7,1250.0,0.0,1954,0.0,98003,47.45224726122214,-118.0212817313311,1680.0,8633
7855801670.0,20150401T000000,5,4.0,3.25,5180,19850.0,2.0,0,3.0,3,12,,1640.0,2006,0.0,98006,47.93804948641536,-117.6770185931758,3160.0,9750
7920100045.0,20140516T000000,2,1.0,1.0,700,5100.0,1.0,0,0.0,3,7,700.0,0.0,1942,0.0,98115,47.481797596785285,-117.91052131933989,1010.0,5100
,20140728T000000,1,3.0,1.0,1180,7669.0,1.0,0,0.0,4,7,1180.0,0.0,1967,0.0,98058,47.59918690123929,-118.71778397883782,1190.0,7669
